x,y
-0.10039880393963577,-3.7063703283601113
0.7191504711103485,10.992412256345707
-0.02394295800722175,2.7564947739372267
-0.7150811165736568,-0.4236249747390279
1.6752305026053496,-6.588308141976112
0.30326241639260293,-3.692419345093702
-0.4189187913538218,3.260297618619829
0.4848881035804003,-2.0015087340521274
1.5412763189865382,-2.8317317779647846
0.44100072840782734,-2.785078626504471
1.8021613093720454,1.6193735657639352
-1.125849972870258,0.8587907394646431
-0.5695463245191419,2.1337041082710932
1.3291536080461146,3.4817364085388016
-1.7635518387272018,-2.2429758745352535
-0.8871793950361655,-5.559444922004764
0.3592940842530449,-1.6362101706855576
-0.21648230518019063,3.1670309665813017
0.7133918880397169,-3.792978246937803
-1.765954291290463,-4.939097189569765
-0.3067772965573118,2.789055312071025
-0.2989263999738069,1.4456179071517405
-0.7038810917911675,-0.1596313432800907
1.0946139666207566,2.9770448452881393
0.6116685573674849,-8.42679229943712
1.0817865621193272,10.375343200563954
-0.05741202883579938,-7.897257141102099
-0.5878461932588351,6.999436546941954
-1.1038468561394543,1.6455309178441535
0.8520849169071947,0.21162887437289263
1.230212427440804,6.392988735928498
0.041214299434846925,11.02924698236575
0.3308868471423857,-3.1960725628617266
0.6974239634224391,0.42659352857297755
-0.517811295972425,-2.14597270641367
1.8656215445595579,-1.2208228683436713
0.5977925058402084,-0.1947030280347139
0.5904729847064364,2.113523901373256
2.3010134396284254,-4.8969991011386895
-1.4695866955471641,2.1482907260487645
-0.04979951099890445,-0.32096683632187106
-0.4497970458000498,-1.814465813081932
-0.2748418445651973,-7.864772525118187
0.5040848003724425,6.346962888930659
0.7759073026808904,-0.5436752798806976
0.514169263017221,-3.819395607889446
2.064068479660893,1.8213333045474824
-0.3490212986965789,-2.446669598998395
-1.8096851455972969,-5.6125320196304775
-1.2910360596040986,-0.5552377230552498
1.9998812064859461,-3.6558869981039255
-1.2605925659257096,-1.751592752672471
-0.65075677963764,4.426868105721206
-1.4543490258728993,4.505473601074718
-1.2027815644769897,-0.27769485488187123
0.35682622168344585,-3.109906802963507
0.28569350294173657,-1.3411379300562993
-0.33689733459966864,7.615072101246
-1.1966862150209427,-4.50539765873751
0.16240046209087233,0.007018722701358555
-1.0937801839822436,5.382349496473604
-0.9740160398675396,-1.8626491632151532
0.6927470636957581,-0.23703818728542406
